latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.633,-3.9012,325.3,1.0,1.0,2007-06-09,1102,Terra,MODIS,19,6.03,309.0,6.6,D,0
34.6239,-3.9029,329.4,1.0,1.0,2007-06-09,1102,Terra,MODIS,73,6.03,309.6,12.1,D,0
34.5728,-6.002,322.7,1.3,1.1,2007-06-12,1132,Terra,MODIS,51,6.03,303.8,13.2,D,0
34.1954,-6.6596,325.6,1.2,1.1,2007-06-12,1133,Terra,MODIS,65,6.03,308.5,12.4,D,0
34.1955,-6.6654,327.8,1.2,1.1,2007-06-12,1133,Terra,MODIS,67,6.03,307.6,14.2,D,0
34.7554,-2.8026,301.6,1.0,1.0,2007-06-14,2222,Terra,MODIS,43,6.03,291.5,4.4,N,0
34.9006,-6.2327,328.5,1.1,1.0,2007-06-16,1108,Terra,MODIS,67,6.03,310.6,10.7,D,0
34.5669,-6.1236,321.4,1.6,1.2,2007-06-19,1139,Terra,MODIS,54,6.03,302.0,14.8,D,0
32.0584,-7.9178,335.7,1.2,1.1,2007-06-24,1333,Aqua,MODIS,74,6.03,319.0,14.8,D,0
35.7336,-5.7635,311.6,4.3,1.9,2007-06-29,2318,Terra,MODIS,76,6.03,292.6,90.5,N,2
35.7319,-5.7582,314.9,4.3,1.9,2007-06-29,2318,Terra,MODIS,87,6.03,292.7,110.2,N,2
35.0825,-5.9557,332.7,1.1,1.0,2007-07-02,1108,Terra,MODIS,77,6.03,309.6,17.8,D,0
35.0232,-5.204,332.0,1.2,1.1,2007-07-08,1346,Aqua,MODIS,59,6.03,311.2,20.9,D,0
35.3557,-5.4354,327.2,1.0,1.0,2007-07-09,1114,Terra,MODIS,63,6.03,312.2,7.6,D,0
35.5326,-5.479,318.9,2.1,1.4,2007-07-12,1145,Terra,MODIS,60,6.03,296.7,26.8,D,0
35.5376,-5.4923,344.7,2.1,1.4,2007-07-12,1145,Terra,MODIS,93,6.03,297.3,127.0,D,0
35.5369,-5.4992,341.6,2.1,1.4,2007-07-12,1145,Terra,MODIS,91,6.03,296.4,113.0,D,0
33.609,-6.6101,301.1,1.6,1.2,2007-07-23,201,Aqua,MODIS,37,6.03,287.2,11.7,N,0
33.8517,-5.3587,328.7,1.2,1.1,2007-07-23,1127,Terra,MODIS,65,6.03,314.7,10.2,D,0
35.1267,-6.1602,328.0,1.3,1.1,2007-07-27,1102,Terra,MODIS,15,6.03,313.0,13.8,D,0
35.102,-5.9808,335.8,1.2,1.1,2007-07-28,1322,Aqua,MODIS,78,6.03,312.6,28.6,D,0
35.0064,-4.9331,311.0,1.6,1.2,2007-07-28,2247,Terra,MODIS,81,6.03,296.6,17.0,N,0
35.7676,-5.6634,331.9,2.2,1.4,2007-07-29,1405,Aqua,MODIS,84,6.03,313.2,54.9,D,0
35.7655,-5.6906,326.1,2.2,1.4,2007-07-29,1405,Aqua,MODIS,79,6.03,311.5,31.7,D,0
35.7686,-5.6554,327.9,2.2,1.4,2007-07-29,1405,Aqua,MODIS,47,6.03,313.2,33.7,D,0
35.7806,-5.665,349.6,2.2,1.4,2007-07-29,1405,Aqua,MODIS,95,6.03,312.5,146.9,D,0
35.723,-5.3988,322.6,2.3,1.5,2007-07-29,1405,Aqua,MODIS,74,6.03,303.9,32.6,D,0
35.7249,-5.3733,334.2,2.3,1.5,2007-07-29,1405,Aqua,MODIS,65,6.03,305.4,79.1,D,0
35.7785,-5.6913,379.0,2.2,1.4,2007-07-29,1405,Aqua,MODIS,100,6.03,314.6,425.9,D,0
35.7663,-5.6822,335.0,2.2,1.4,2007-07-29,1405,Aqua,MODIS,87,6.03,312.8,63.5,D,0
34.8322,-5.4874,366.9,1.7,1.3,2007-07-30,1309,Aqua,MODIS,100,6.03,321.1,189.1,D,0
35.5834,-5.8041,351.1,1.4,1.2,2007-07-31,1352,Aqua,MODIS,96,6.03,314.2,75.6,D,0
33.7456,-5.7118,341.0,1.1,1.0,2007-08-01,1121,Terra,MODIS,83,6.03,322.7,21.0,D,0
33.7547,-5.7097,335.2,1.1,1.0,2007-08-01,1121,Terra,MODIS,62,6.03,322.1,10.1,D,0
34.923,-4.867,340.3,1.0,1.0,2007-08-03,1108,Terra,MODIS,84,6.03,313.3,23.4,D,0
34.9214,-4.856,335.1,1.0,1.0,2007-08-03,1108,Terra,MODIS,76,6.03,313.4,15.1,D,0
35.5709,-5.8356,334.0,4.3,1.9,2007-08-03,1423,Aqua,MODIS,76,6.03,301.0,192.6,D,0
35.5882,-5.837,320.4,4.3,1.9,2007-08-03,1423,Aqua,MODIS,71,6.03,300.6,59.4,D,0
35.5735,-5.7952,324.2,4.3,1.9,2007-08-03,1423,Aqua,MODIS,77,6.03,299.4,96.3,D,0
35.5718,-5.8402,331.9,4.3,1.9,2007-08-03,1423,Aqua,MODIS,84,6.03,301.0,171.7,D,0
35.5729,-5.7912,319.9,4.3,1.9,2007-08-03,1423,Aqua,MODIS,53,6.03,299.3,56.8,D,0
34.9155,-4.887,310.8,1.3,1.1,2007-08-03,2210,Terra,MODIS,81,6.03,291.1,10.3,N,0
34.9181,-4.872,326.5,1.3,1.1,2007-08-03,2210,Terra,MODIS,100,6.03,291.3,33.0,N,0
34.9083,-4.8686,314.3,1.3,1.1,2007-08-03,2210,Terra,MODIS,70,6.03,292.0,16.6,N,0
34.9177,-4.8729,310.2,1.1,1.0,2007-08-04,225,Aqua,MODIS,74,6.03,293.0,10.3,N,0
34.9139,-4.8842,331.8,3.0,1.6,2007-08-04,1151,Terra,MODIS,76,6.03,308.0,61.2,D,0
34.9078,-4.8584,338.4,3.0,1.6,2007-08-04,1151,Terra,MODIS,84,6.03,307.6,112.0,D,0
34.921,-4.8567,327.3,3.0,1.6,2007-08-04,1151,Terra,MODIS,64,6.03,306.9,37.8,D,0
34.9075,-4.8649,337.9,3.0,1.6,2007-08-04,1151,Terra,MODIS,83,6.03,307.8,109.0,D,0
34.9137,-4.857,351.7,1.0,1.0,2007-08-04,1328,Aqua,MODIS,94,6.03,316.9,40.7,D,0
34.921,-4.8701,332.1,1.0,1.0,2007-08-04,1328,Aqua,MODIS,59,6.03,314.8,6.5,D,0
34.9121,-4.8679,346.5,1.0,1.0,2007-08-04,1328,Aqua,MODIS,89,6.03,317.1,29.7,D,0
34.8115,-2.4628,326.5,1.4,1.2,2007-08-05,2158,Terra,MODIS,100,6.03,295.5,38.7,N,0
34.8039,-2.4449,323.3,1.4,1.2,2007-08-05,2158,Terra,MODIS,100,6.03,297.3,32.4,N,0
34.8011,-2.4602,323.9,1.4,1.2,2007-08-05,2158,Terra,MODIS,100,6.03,297.1,33.3,N,0
34.8141,-2.4483,324.7,1.4,1.2,2007-08-05,2158,Terra,MODIS,100,6.03,295.6,35.5,N,0
35.8109,-5.7321,317.7,1.6,1.2,2007-08-06,1139,Terra,MODIS,0,6.03,302.4,12.4,D,0
35.4289,-5.3934,338.3,1.8,1.3,2007-08-07,1358,Aqua,MODIS,89,6.03,305.7,67.1,D,0
35.007,-3.9329,323.7,1.0,1.0,2007-08-12,1102,Terra,MODIS,43,6.03,306.9,5.8,D,0
33.8827,-4.7219,347.8,1.6,1.3,2007-08-15,1133,Terra,MODIS,91,6.03,317.9,78.2,D,0
35.2536,-5.2073,325.3,1.6,1.3,2007-08-15,1309,Aqua,MODIS,62,6.03,312.9,19.6,D,0
34.8013,-4.6441,325.6,1.5,1.2,2007-08-15,1309,Aqua,MODIS,24,6.03,312.5,12.4,D,0
34.3747,-6.3811,332.7,1.0,1.0,2007-08-18,1340,Aqua,MODIS,61,6.03,314.5,12.1,D,0
34.9344,-5.0534,312.6,1.3,1.1,2007-08-22,2241,Terra,MODIS,85,6.03,294.0,15.2,N,0
33.8904,-4.7071,335.8,1.1,1.0,2007-08-28,1102,Terra,MODIS,60,6.03,320.4,12.0,D,0
35.1001,-6.0993,357.4,1.3,1.1,2007-08-28,1102,Terra,MODIS,98,6.03,303.6,96.4,D,0
35.1018,-6.113,352.0,1.3,1.1,2007-08-28,1102,Terra,MODIS,95,6.03,303.6,78.6,D,0
35.1101,-6.0976,342.8,1.3,1.1,2007-08-28,1102,Terra,MODIS,89,6.03,301.8,51.3,D,0
35.1118,-6.1114,340.5,1.3,1.1,2007-08-28,1102,Terra,MODIS,87,6.03,305.1,45.6,D,0
33.8296,-4.9969,333.7,1.2,1.1,2007-08-29,1321,Aqua,MODIS,72,6.03,317.8,11.5,D,0
30.3535,-9.5724,331.4,1.1,1.1,2007-08-30,1403,Aqua,MODIS,62,6.03,304.0,20.8,D,2
34.89,-5.0898,336.0,2.4,1.5,2007-08-30,1404,Aqua,MODIS,82,6.03,310.3,63.7,D,0
34.8977,-5.0972,331.5,2.4,1.5,2007-08-30,1404,Aqua,MODIS,77,6.03,308.9,44.7,D,0
35.0223,-4.7162,323.1,2.5,1.5,2007-08-30,1404,Aqua,MODIS,36,6.03,305.6,19.5,D,0
35.0443,-4.7044,318.3,1.1,1.0,2007-08-31,207,Aqua,MODIS,97,6.03,291.6,19.5,N,0
30.6454,-9.3506,359.6,1.1,1.0,2007-08-31,1134,Terra,MODIS,99,6.03,313.6,77.4,D,0
30.6472,-9.3614,358.2,1.1,1.0,2007-08-31,1134,Terra,MODIS,98,6.03,313.0,73.2,D,0
33.8696,-3.9904,320.3,2.1,1.4,2007-09-01,1038,Terra,MODIS,36,6.03,298.4,23.4,D,0
30.2546,-9.4891,328.8,1.0,1.0,2007-09-02,1122,Terra,MODIS,67,6.03,312.1,8.3,D,0
33.8762,-3.9881,304.3,1.0,1.0,2007-09-02,2222,Terra,MODIS,47,6.03,290.8,7.0,N,0
33.8751,-3.9912,325.9,1.2,1.1,2007-09-03,1340,Aqua,MODIS,48,6.03,304.2,13.2,D,0
33.8765,-3.9795,331.3,1.2,1.1,2007-09-03,1340,Aqua,MODIS,71,6.03,305.7,21.1,D,0
33.8836,-3.9665,324.5,1.0,1.0,2007-09-04,1108,Terra,MODIS,63,6.03,303.0,13.1,D,0
33.8795,-4.0004,321.3,1.0,1.0,2007-09-04,1108,Terra,MODIS,47,6.03,302.1,10.0,D,0
33.876,-3.9699,301.3,1.2,1.1,2007-09-04,2210,Terra,MODIS,27,6.03,290.0,5.2,N,0
33.8857,-3.9721,300.8,1.2,1.1,2007-09-04,2210,Terra,MODIS,14,6.03,290.3,4.7,N,0
33.8792,-3.9772,370.6,1.0,1.0,2007-09-05,1327,Aqua,MODIS,100,6.03,309.7,105.3,D,0
33.8808,-3.9666,323.6,1.0,1.0,2007-09-05,1327,Aqua,MODIS,50,6.03,306.5,8.1,D,0
33.8881,-3.9791,338.5,1.0,1.0,2007-09-05,1327,Aqua,MODIS,84,6.03,307.0,27.6,D,0
35.4147,-5.8015,327.9,1.0,1.0,2007-09-05,1328,Aqua,MODIS,81,6.03,309.5,9.8,D,0
35.4165,-5.7902,327.5,1.0,1.0,2007-09-05,1328,Aqua,MODIS,70,6.03,309.1,10.0,D,0
35.8486,-5.4505,400.1,1.0,1.0,2007-09-05,1328,Aqua,MODIS,100,6.03,300.5,255.6,D,0
35.8469,-5.4617,346.7,1.0,1.0,2007-09-05,1328,Aqua,MODIS,93,6.03,297.1,50.0,D,0
35.8248,-5.5222,310.2,1.4,1.2,2007-09-06,1056,Terra,MODIS,24,6.03,293.2,7.2,D,0
35.0293,-2.2342,328.8,1.2,1.1,2007-09-12,1334,Aqua,MODIS,76,6.03,302.8,20.1,D,0
35.7248,-5.6096,319.8,1.4,1.2,2007-09-17,1352,Aqua,MODIS,61,6.03,304.0,12.6,D,0
29.0565,-8.1341,326.9,1.1,1.0,2007-09-21,2252,Terra,MODIS,100,6.03,297.8,25.4,N,0
29.0672,-8.1245,306.6,1.1,1.0,2007-09-21,2252,Terra,MODIS,63,6.03,296.5,5.6,N,0
29.0658,-8.1356,309.0,1.1,1.0,2007-09-21,2252,Terra,MODIS,73,6.03,295.6,7.4,N,0
33.6948,-5.5579,331.5,1.2,1.1,2007-09-25,1127,Terra,MODIS,78,6.03,314.4,16.1,D,0
35.117,-5.516,328.5,1.2,1.1,2007-09-26,1346,Aqua,MODIS,76,6.03,309.4,16.4,D,0
35.1153,-5.5297,324.3,1.2,1.1,2007-09-26,1346,Aqua,MODIS,65,6.03,306.3,10.6,D,0
35.4633,-5.6146,318.6,1.0,1.0,2007-09-27,1114,Terra,MODIS,49,6.03,306.5,6.3,D,0
35.3447,-5.4339,319.3,1.0,1.0,2007-09-27,1114,Terra,MODIS,59,6.03,308.2,5.2,D,0
34.373,-5.9188,323.4,1.0,1.0,2007-09-27,1114,Terra,MODIS,33,6.03,309.7,7.9,D,0
35.7591,-5.7261,316.5,1.2,1.1,2007-09-30,1322,Aqua,MODIS,47,6.03,301.4,7.8,D,0
35.265,-5.383,353.0,1.4,1.2,2007-10-09,1315,Aqua,MODIS,97,6.03,301.7,97.9,D,0
35.2625,-5.3966,354.1,1.4,1.2,2007-10-09,1315,Aqua,MODIS,97,6.03,299.8,103.4,D,0
35.0702,-6.0217,314.6,1.2,1.1,2007-10-16,1321,Aqua,MODIS,61,6.03,296.6,8.4,D,0
35.0695,-6.0148,321.1,1.2,1.1,2007-10-16,1321,Aqua,MODIS,77,6.03,296.0,16.4,D,0
35.4303,-6.0473,316.9,1.3,1.2,2007-10-19,1352,Aqua,MODIS,0,6.03,300.1,10.7,D,0
34.988,-5.9158,322.3,1.0,1.0,2007-10-20,1120,Terra,MODIS,73,6.03,302.7,12.5,D,2
35.2024,-5.5739,317.0,1.0,1.0,2007-10-20,1120,Terra,MODIS,70,6.03,302.6,8.3,D,0
35.2005,-5.5625,314.9,1.0,1.0,2007-10-20,1120,Terra,MODIS,59,6.03,302.6,6.5,D,0
34.9897,-5.9268,315.3,1.0,1.0,2007-10-20,1120,Terra,MODIS,37,6.03,301.9,5.5,D,0
35.1445,-5.6698,313.9,1.1,1.0,2007-10-22,1108,Terra,MODIS,44,6.03,301.9,7.9,D,0
30.5119,-8.8917,316.1,1.3,1.1,2007-10-25,1140,Terra,MODIS,62,6.03,301.7,9.5,D,0
30.5639,-8.5426,308.9,1.1,1.0,2007-10-29,1115,Terra,MODIS,39,6.03,292.7,4.6,D,0
32.2907,-6.5603,313.6,1.3,1.1,2007-10-31,1102,Terra,MODIS,62,6.03,299.7,9.2,D,0
32.291,-6.5663,311.4,1.3,1.1,2007-10-31,1102,Terra,MODIS,54,6.03,299.7,7.1,D,0
35.4827,-5.6836,311.4,2.0,1.4,2007-11-01,1144,Terra,MODIS,71,6.03,295.6,26.1,D,0
35.1947,-5.5901,310.5,2.1,1.4,2007-11-01,1144,Terra,MODIS,68,6.03,295.6,16.5,D,0
35.1901,-5.5685,309.4,2.1,1.4,2007-11-01,1144,Terra,MODIS,68,6.03,296.6,15.9,D,0
35.1166,-6.0506,317.6,1.9,1.4,2007-11-01,1144,Terra,MODIS,76,6.03,297.7,29.5,D,0
35.4882,-5.6861,313.7,1.2,1.1,2007-11-01,1321,Aqua,MODIS,55,6.03,297.5,12.0,D,0
35.4765,-5.6964,323.0,1.2,1.1,2007-11-01,1321,Aqua,MODIS,76,6.03,299.5,22.5,D,0
35.4787,-5.6836,329.1,1.2,1.1,2007-11-01,1321,Aqua,MODIS,82,6.03,299.3,31.4,D,0
34.9057,-5.5866,315.7,1.2,1.1,2007-11-01,1321,Aqua,MODIS,70,6.03,300.9,10.4,D,0
35.1137,-6.0538,312.3,1.2,1.1,2007-11-01,1321,Aqua,MODIS,52,6.03,300.0,7.7,D,0
35.1108,-6.0418,307.9,1.3,1.1,2007-11-03,1132,Terra,MODIS,37,6.03,296.6,4.5,D,0
34.7165,-4.7588,321.5,1.6,1.2,2007-11-04,1351,Aqua,MODIS,75,6.03,304.0,22.3,D,0
34.7182,-4.7423,315.9,1.6,1.2,2007-11-04,1351,Aqua,MODIS,65,6.03,300.5,11.6,D,0
34.5126,-6.1658,309.9,1.0,1.0,2007-11-05,1120,Terra,MODIS,26,6.03,299.7,4.5,D,0
34.7916,-4.8442,313.5,1.1,1.0,2007-11-06,1339,Aqua,MODIS,48,6.03,301.5,6.1,D,0
34.8961,-4.8234,317.7,1.1,1.0,2007-11-06,1339,Aqua,MODIS,51,6.03,301.3,10.3,D,0
34.9438,-4.6401,315.3,1.0,1.0,2007-11-07,1107,Terra,MODIS,58,6.03,299.1,11.3,D,0
34.885,-4.7934,321.9,1.0,1.0,2007-11-08,1327,Aqua,MODIS,69,6.03,302.8,14.0,D,0
35.3303,-5.4714,324.2,1.5,1.2,2007-11-09,1055,Terra,MODIS,81,6.03,289.3,39.1,D,0
35.3075,-5.2577,314.5,1.3,1.1,2007-11-10,1315,Aqua,MODIS,69,6.03,290.2,19.1,D,0
35.2005,-5.1159,304.7,1.9,1.3,2007-11-11,1358,Aqua,MODIS,55,6.03,286.7,15.5,D,0
35.2024,-5.0944,308.7,1.9,1.3,2007-11-11,1358,Aqua,MODIS,65,6.03,288.1,22.4,D,0
35.1018,-6.0626,308.1,1.1,1.1,2007-11-13,1345,Aqua,MODIS,39,6.03,294.0,5.3,D,0
35.3446,-5.2651,303.5,1.0,1.0,2007-11-14,1114,Terra,MODIS,32,6.03,293.0,5.8,D,0
34.5991,-2.3461,305.2,1.0,1.0,2007-11-16,1101,Terra,MODIS,55,6.03,292.6,3.2,D,0
34.9784,-5.4354,304.9,1.0,1.0,2007-11-17,219,Aqua,MODIS,62,6.03,274.8,10.6,N,0
34.9332,-4.9072,314.2,2.4,1.5,2007-11-18,1404,Aqua,MODIS,71,6.03,289.5,36.4,D,0
34.9395,-4.9036,315.9,2.4,1.5,2007-11-18,1404,Aqua,MODIS,73,6.03,289.8,39.1,D,0
34.9352,-4.8799,308.2,2.4,1.5,2007-11-18,1404,Aqua,MODIS,55,6.03,288.5,22.0,D,0
35.198,-5.1348,305.1,1.4,1.2,2007-11-19,1132,Terra,MODIS,52,6.03,289.7,10.6,D,0
34.6466,-4.3856,314.8,1.6,1.3,2007-11-19,1132,Terra,MODIS,72,6.03,297.8,18.2,D,0
33.4797,-7.5385,313.7,1.2,1.1,2007-11-19,1133,Terra,MODIS,61,6.03,301.7,6.8,D,2
33.1898,-5.9726,316.4,1.4,1.2,2007-11-19,1133,Terra,MODIS,71,6.03,298.3,14.7,D,0
35.1987,-5.1394,319.3,1.6,1.3,2007-11-19,1309,Aqua,MODIS,77,6.03,290.6,32.5,D,0
35.1955,-5.1495,311.3,1.6,1.3,2007-11-19,1309,Aqua,MODIS,67,6.03,290.3,21.3,D,0
35.1988,-5.1325,310.1,1.6,1.3,2007-11-19,1309,Aqua,MODIS,64,6.03,290.6,19.1,D,0
34.8525,-4.8122,320.4,1.6,1.2,2007-11-19,1309,Aqua,MODIS,77,6.03,295.7,28.0,D,0
34.9677,-4.6402,369.1,1.5,1.2,2007-11-19,1309,Aqua,MODIS,100,6.03,283.9,208.4,D,0
34.9649,-4.6547,368.8,1.5,1.2,2007-11-19,1309,Aqua,MODIS,100,6.03,284.8,207.8,D,0
35.1922,-5.078,300.4,1.1,1.0,2007-11-19,2234,Terra,MODIS,17,6.03,276.1,7.2,N,0
35.2135,-5.0595,336.4,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,275.4,45.3,N,0
35.2119,-5.0721,332.3,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,274.8,38.6,N,0
35.2104,-5.0836,323.1,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,273.0,26.4,N,0
35.2014,-5.0806,329.1,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,277.3,33.7,N,0
35.2028,-5.069,326.6,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,276.2,30.0,N,0
35.2044,-5.0566,327.1,1.1,1.0,2007-11-19,2234,Terra,MODIS,100,6.03,276.8,31.0,N,0
35.2017,-5.0803,310.9,2.7,1.6,2007-11-20,1037,Terra,MODIS,44,6.03,294.4,40.0,D,0
35.3147,-5.4489,358.0,1.4,1.2,2007-11-20,1352,Aqua,MODIS,0,6.03,290.8,137.3,D,0
35.3729,-5.4099,371.2,1.5,1.2,2007-11-20,1352,Aqua,MODIS,100,6.03,292.9,202.9,D,0
35.1948,-4.8348,313.1,1.6,1.2,2007-11-20,1352,Aqua,MODIS,53,6.03,291.4,16.2,D,0
35.3759,-5.4156,392.2,1.5,1.2,2007-11-20,1352,Aqua,MODIS,100,6.03,295.8,357.6,D,0
35.3711,-5.4261,391.9,1.4,1.2,2007-11-20,1352,Aqua,MODIS,100,6.03,295.2,355.0,D,0
35.3651,-5.415,310.3,1.5,1.2,2007-11-20,1352,Aqua,MODIS,17,6.03,288.1,11.5,D,0
35.3742,-5.432,359.6,1.4,1.2,2007-11-20,1352,Aqua,MODIS,99,6.03,292.2,142.3,D,0
34.2957,-5.8924,300.3,1.1,1.1,2007-11-29,1345,Aqua,MODIS,13,6.03,289.2,2.6,D,0
33.4198,-6.2412,300.2,1.0,1.0,2007-12-01,1333,Aqua,MODIS,23,6.03,288.3,2.4,D,0
35.5527,-5.6848,300.0,1.1,1.1,2007-12-14,1126,Terra,MODIS,21,6.03,289.0,4.3,D,0
35.5506,-5.6727,311.9,1.1,1.1,2007-12-14,1126,Terra,MODIS,72,6.03,289.5,13.3,D,0
33.9315,-4.2933,303.0,1.0,1.0,2007-12-16,1114,Terra,MODIS,54,6.03,282.4,7.1,D,0
33.8886,-3.3566,301.2,1.3,1.1,2007-12-20,1050,Terra,MODIS,45,6.03,281.3,10.2,D,0
33.8869,-3.3421,330.0,1.3,1.1,2007-12-20,1050,Terra,MODIS,87,6.03,282.8,46.1,D,0
33.6972,-4.275,307.0,1.4,1.2,2007-12-20,1050,Terra,MODIS,65,6.03,285.2,16.0,D,0
33.6531,-5.5113,304.0,1.0,1.0,2008-01-01,1114,Terra,MODIS,58,6.03,288.6,5.3,D,0
30.5339,-8.6068,300.8,1.1,1.0,2008-01-01,1115,Terra,MODIS,33,6.03,290.2,3.0,D,0
33.8553,-4.0368,300.3,1.0,1.0,2008-01-02,1333,Aqua,MODIS,29,6.03,285.9,5.1,D,0
35.6854,-5.949,310.9,1.3,1.1,2008-01-19,1102,Terra,MODIS,33,6.03,290.1,14.5,D,0
34.7977,-4.528,305.4,1.3,1.1,2008-01-31,1126,Terra,MODIS,46,6.03,290.1,10.6,D,0
35.0816,-5.5163,305.4,1.2,1.1,2008-02-05,1321,Aqua,MODIS,59,6.03,294.0,5.4,D,0
34.7942,-4.5718,301.3,1.0,1.0,2008-02-14,213,Aqua,MODIS,40,6.03,278.7,9.0,N,0
34.4014,-6.5473,308.4,2.6,1.5,2008-02-15,1044,Terra,MODIS,51,6.03,292.4,26.2,D,0
34.3955,-6.554,310.7,2.6,1.5,2008-02-15,1044,Terra,MODIS,53,6.03,292.3,29.4,D,0
30.5064,-9.41,317.4,1.9,1.4,2008-02-28,1327,Aqua,MODIS,67,6.03,297.7,24.9,D,0
30.5024,-9.4302,313.2,1.9,1.4,2008-02-28,1327,Aqua,MODIS,45,6.03,298.2,16.0,D,0
33.4618,-7.8917,310.0,1.0,1.0,2008-03-03,1127,Terra,MODIS,61,6.03,297.1,5.2,D,0
33.4635,-7.9025,311.0,1.0,1.0,2008-03-03,1127,Terra,MODIS,63,6.03,297.5,5.9,D,0
34.9695,-4.6392,302.9,1.6,1.2,2008-03-12,155,Aqua,MODIS,52,6.03,278.6,17.0,N,0
34.9711,-4.6548,304.4,1.6,1.2,2008-03-12,155,Aqua,MODIS,60,6.03,279.4,18.7,N,0
34.8098,-5.2206,311.8,1.3,1.1,2008-03-17,1315,Aqua,MODIS,72,6.03,282.6,14.6,D,0
32.2568,-6.8702,322.3,1.1,1.0,2008-03-22,1333,Aqua,MODIS,77,6.03,303.2,17.4,D,0
29.3739,-7.6799,309.8,1.0,1.0,2008-03-24,221,Aqua,MODIS,78,6.03,283.5,12.8,N,0
34.8798,-5.3222,303.9,2.7,1.6,2008-03-31,1150,Terra,MODIS,40,6.03,293.8,17.6,D,0
34.8697,-5.319,303.4,2.7,1.6,2008-03-31,1150,Terra,MODIS,33,6.03,293.0,15.9,D,0
34.4034,-6.1169,328.7,1.5,1.2,2008-04-02,1315,Aqua,MODIS,81,6.03,305.1,38.0,D,0
34.8097,-4.851,334.3,1.3,1.1,2008-04-02,1316,Aqua,MODIS,86,6.03,304.8,38.5,D,0
34.812,-4.8376,314.9,1.3,1.1,2008-04-02,1316,Aqua,MODIS,53,6.03,303.7,7.2,D,0
34.6159,-6.2375,316.6,1.1,1.0,2008-04-04,1126,Terra,MODIS,57,6.03,303.6,8.8,D,0
35.3206,-5.4486,319.0,1.0,1.0,2008-04-06,1114,Terra,MODIS,72,6.03,301.5,11.7,D,0
33.4798,-7.5351,312.2,1.6,1.2,2008-04-10,1404,Aqua,MODIS,60,6.03,293.7,10.8,D,2
33.8174,-5.1743,315.3,1.1,1.0,2008-04-13,1120,Terra,MODIS,67,6.03,297.3,10.4,D,0
34.9924,-5.9481,304.3,2.6,1.5,2008-04-14,2305,Terra,MODIS,59,6.03,281.7,34.9,N,0
34.9978,-5.9554,301.6,2.6,1.5,2008-04-14,2305,Terra,MODIS,42,6.03,282.0,30.8,N,0
33.8461,-5.0277,328.3,1.0,1.0,2008-04-22,1114,Terra,MODIS,81,6.03,301.2,20.3,D,0
33.8313,-4.9932,310.3,1.0,1.0,2008-04-22,1114,Terra,MODIS,27,6.03,299.3,4.7,D,0
33.8411,-4.9956,312.2,1.0,1.0,2008-04-22,1114,Terra,MODIS,26,6.03,299.2,4.6,D,0
34.0069,-5.0532,312.2,1.0,1.0,2008-04-22,1114,Terra,MODIS,52,6.03,300.3,5.7,D,2
34.5042,-5.9338,315.0,1.0,1.0,2008-04-23,1334,Aqua,MODIS,51,6.03,303.9,5.9,D,0
34.8876,-5.2989,313.8,1.4,1.2,2008-04-27,1132,Terra,MODIS,58,6.03,298.0,10.1,D,0
34.5946,-5.9677,319.5,1.3,1.1,2008-04-27,1133,Terra,MODIS,66,6.03,305.8,11.5,D,0
35.4854,-5.7234,307.9,1.0,1.0,2008-04-29,1120,Terra,MODIS,22,6.03,295.4,4.7,D,0
34.5995,-5.9754,314.9,1.0,1.0,2008-04-29,1120,Terra,MODIS,40,6.03,299.8,5.8,D,0
34.8377,-6.0792,316.8,1.0,1.0,2008-04-29,1120,Terra,MODIS,29,6.03,299.6,7.9,D,2
35.6657,-5.9595,314.7,1.0,1.0,2008-05-16,1341,Aqua,MODIS,35,6.03,297.8,4.6,D,0
35.0577,-5.9806,314.3,2.3,1.5,2008-05-22,1304,Aqua,MODIS,60,6.03,298.3,19.7,D,0
34.1936,-6.6677,322.6,1.2,1.1,2008-05-29,1133,Terra,MODIS,69,6.03,301.8,13.2,D,0
34.2403,-6.5236,320.0,1.3,1.1,2008-05-29,1133,Terra,MODIS,41,6.03,301.6,10.8,D,0
34.5426,-6.1257,323.3,1.9,1.3,2008-05-29,1310,Aqua,MODIS,63,6.03,302.6,28.5,D,0
34.538,-6.1173,320.4,1.9,1.3,2008-05-29,1310,Aqua,MODIS,50,6.03,302.7,20.0,D,0
35.7208,-5.9034,312.3,1.0,1.0,2008-05-31,1120,Terra,MODIS,54,6.03,298.0,5.2,D,2
34.2987,-6.597,330.8,1.0,1.0,2008-06-01,1340,Aqua,MODIS,62,6.03,306.2,17.3,D,2
34.9414,-6.1918,314.1,4.1,1.9,2008-06-02,1424,Aqua,MODIS,55,6.03,299.5,45.9,D,0
35.0704,-5.993,313.8,2.5,1.5,2008-06-03,1151,Terra,MODIS,43,6.03,300.6,21.2,D,0
34.6694,-6.2537,321.1,1.6,1.2,2008-06-05,1139,Terra,MODIS,39,6.03,307.7,12.0,D,0
